ambient_temperature_°C,vibration_mm/s²,pressure_bar,cooling_temp_°C,speed_kmph_km/h,stress_N/m²,strain_unit,torque_Nm,angular_momentum_kg·m²/s,force_N
38.29814634,3.390436753,2.537837979,86.91454421,18.44728701,73.43489849,0.703603069,475.7953968,452.8119173,1732.658428
12.28679799,3.281659189,4.331680891,86.79564623,115.554883,32.33701598,8.891837731,304.0209186,274.4823138,1743.58899
29.94582499,8.838192283,4.768807275,88.61799786,75.00169314,6.365340421,6.913182124,424.2267715,24.67271651,135.4505554
2.766649832,6.764897839,2.10576291,86.09819797,13.46483171,99.10817251,2.409189913,491.3205792,996.1516588,107.5089028
20.45372415,5.971326222,7.964389832,86.12576283,112.3281378,6.833210828,2.740505543,423.5774164,232.7540811,282.2175811
9.417322883,2.795542766,2.604449515,88.29935091,33.96365829,73.40137235,2.657182388,398.6203257,852.010652,1294.901163
26.81892414,4.071311859,6.48283788,89.19952297,108.7088745,0.650823332,3.072146306,430.2872784,606.3273263,558.3569018
11.12305744,9.38914523,5.977711007,88.26037493,91.79086137,20.76891666,4.13035637,62.1133582,32.46876344,479.8584195
5.515991316,8.811670932,5.887580006,85.73563147,118.1223661,31.5609077,8.555074267,411.8559625,918.7771486,88.43802877
37.50866959,3.504324712,3.362462301,89.01671811,8.406328613,90.78212495,4.665220608,410.1248758,599.2942254,1735.147879
36.07345433,8.645658603,3.958906386,84.57690517,104.9824977,47.35379077,8.704626863,171.9003175,267.9466366,561.0375292
19.91945669,4.898040269,5.048219373,87.30612407,66.23247292,85.85783151,3.926547817,295.0062655,595.0290913,1346.515287
5.73084626,3.34151765,3.199640923,86.40376421,48.63075708,3.606748973,0.571530318,341.7403332,100.182344,1487.460685
37.16442167,7.719978152,3.939306072,87.62212428,69.63860317,39.21543724,3.921563813,337.4482924,359.3199595,1766.697492
32.75674434,9.520705137,5.57623346,86.79121477,13.35893104,72.1987564,6.154730475,238.9996899,379.3953188,1882.970196
22.12848835,2.53090917,3.920283807,87.63599969,72.00208433,23.90789668,0.884802002,332.4687979,777.9134916,1398.351246
1.275090155,6.269778538,5.68456944,82.19713532,116.787583,3.773478221,3.843390182,365.9789978,166.3849405,198.3424546
24.41960797,2.806579961,9.455100439,87.39199817,30.94150265,75.88571614,5.45769562,398.5529264,73.2245817,489.3357182
1.270547462,5.898426597,9.825964775,89.28695938,49.03485194,89.4375951,7.398911228,451.4874255,42.54375877,1207.809485
12.34286279,6.221183597,4.306124142,87.10003215,66.50849598,93.38107558,6.48172523,356.9076396,646.4845306,1391.701069
37.58305775,3.117517975,6.210129152,89.87968545,50.63893779,29.77874589,0.628133247,308.304619,184.2775999,1617.958875
39.51100127,0.804049687,2.341482775,87.09907357,12.90775397,49.55463995,9.919510703,297.2065854,379.4037856,836.0011519
7.210980014,8.075444277,4.428247597,86.6231103,30.65203233,43.91798036,1.65127555,180.3806141,550.3874649,164.7474615
1.619608409,7.860861333,6.079830948,89.702806,53.87626856,80.758726,9.459259975,437.834777,729.7291098,1075.851815
22.41336878,2.576606062,5.866300541,88.75537263,119.6977578,18.7884187,8.697603179,93.0742019,88.94897945,904.2603178
10.49058971,0.658930722,3.120688962,88.43681948,34.19708876,11.45333556,6.186571352,205.2568503,102.1164977,1884.774646
24.92058678,9.816432506,3.053884166,85.22738769,28.6213956,74.42405401,7.833760032,130.5094406,419.9662498,1560.327226
11.30083272,6.175937408,9.178939691,89.10632254,9.875870782,2.835387196,6.28939573,150.9691391,587.6153043,1197.806919
21.41273088,2.185115336,5.068160539,88.8040013,20.56592421,89.3316602,9.210437455,36.88900415,96.25501604,1487.59455
36.31262327,6.494440341,7.709783587,89.2892192,92.51383648,37.56210364,4.577572624,210.0443047,616.8019055,1423.045694
33.16378068,5.858386748,3.282504818,89.83381511,38.1946412,49.70187326,6.024586696,99.98096931,948.9162703,1331.361144
12.76502452,3.652137155,3.937611799,86.02944508,0.624235668,80.25669494,1.278966343,398.5534866,233.3379237,722.9468027
33.05446183,0.986471786,5.39598813,85.98952056,2.93642877,19.08773746,3.583352028,250.1375204,228.2650435,1433.81069
8.419872942,3.928023505,2.126799856,89.76411093,66.92666331,50.31423744,5.69797537,160.3098472,746.6767567,587.6238817
15.9526087,3.475231071,6.560900653,83.25873835,114.8706643,78.59389641,2.027722336,242.4635875,772.0216515,1704.569234
32.50320201,2.195262564,7.116758671,85.91626045,21.12539861,44.24538118,5.58939108,373.0375841,760.1766709,632.5212394
24.41849879,6.822415916,3.678038831,87.4708471,21.06416316,93.9721992,3.347662039,181.1447047,344.705496,459.0651906
29.13291337,6.973566585,3.01606395,87.37607754,26.62969007,98.227777,0.688541047,328.6116674,150.4479816,410.1403997
0.318377686,9.889588442,7.787154107,88.231333,100.0659303,97.11921575,5.346658854,87.02492055,293.3848241,1409.539666
9.824552255,1.229384582,5.516777361,85.35869497,43.85414491,53.69649655,1.355002206,259.3168464,539.934099,1238.54483
36.28426488,3.978072771,4.609692322,81.16265279,70.40187456,57.63404044,3.432554914,423.3457246,98.80721435,624.1180519
30.02398255,1.777806862,6.459968099,89.64817146,9.974240828,43.48820652,9.393038048,146.2721218,694.5599787,394.2010107
10.30830623,7.264816522,6.851667827,82.5349325,12.76483707,8.90601317,9.703210924,283.9433579,340.2122096,1084.294982
21.69044155,4.157653703,6.635764493,85.29323644,26.38856047,79.04379196,9.509750323,137.3561116,392.2266367,801.601986
22.27616108,8.450541651,2.167576041,88.86032384,24.5922222,13.39565044,5.292067251,416.3477218,974.8518489,4.611022564
17.65547562,3.559424986,3.581820417,88.62333246,114.0140618,84.32449913,5.840365869,96.19022108,465.3205278,851.428876
6.977910332,5.838223078,5.144961772,88.97976754,109.8169182,22.81884908,2.886058762,187.4353596,158.0716247,1150.322521
8.080709263,8.430286554,8.288101294,88.60055511,11.59546054,49.05741806,4.831038222,146.6088207,250.7644527,32.19281928
0.503386544,9.758419939,8.361385989,88.08127489,55.45291129,63.00330079,1.012406661,105.0738072,242.070811,453.1270741
28.12442409,6.473356654,9.80220492,87.22250235,114.5215431,62.02406321,4.197285893,27.60749825,254.9283452,1978.702541
8.414507995,4.040446434,4.67010584,86.73841478,37.86706893,33.70262446,2.534416809,168.2381257,113.9803204,1673.545656
13.41407395,5.534660656,2.968386162,86.66823902,28.95086126,25.43328241,4.252919008,238.7513463,589.9424953,801.466366
20.90864598,6.904091468,4.203033826,85.29587564,9.012441463,49.16088804,0.311612456,396.7311749,150.6981149,1651.005531
27.71718968,0.502212737,8.841613335,81.59448503,44.37302314,0.075846031,2.595676176,147.8005968,854.739243,1508.919933
37.73179332,9.674290102,8.945079871,84.06416399,7.693118669,22.29385874,3.044133093,192.383405,471.0832012,685.1801111
38.73337195,2.958705652,3.157394505,88.54916619,32.3422378,82.76660557,5.10901388,22.67929234,633.4545896,1292.965521
6.071568869,4.482408145,8.282320416,86.79171761,26.41684194,41.24859158,9.149552011,36.92387674,580.7851276,1884.226226
14.54186032,8.626332147,5.373776509,83.83018316,117.8708262,46.76816783,7.791725646,447.5707507,562.0911144,1950.328427
0.195319382,3.950170419,4.845158516,87.77816847,1.52340374,25.10077858,6.54082137,83.49068097,490.2101801,1319.959057
26.29386481,9.11759401,2.459437499,86.90986429,15.83498083,34.60686134,8.951550557,474.8779548,193.3320463,1210.994306
20.20077933,2.960287613,2.085805142,89.25033602,56.96700598,48.17968456,7.892062645,393.8732263,56.92899983,930.3000307
14.51720653,4.105628316,6.647126114,83.41553843,36.4921371,71.04308296,2.582773958,143.6974455,816.3879999,1225.147305
6.878588595,7.594852153,9.372879821,89.01416007,10.88765285,91.49450534,5.932248639,430.9693266,402.6694811,798.0843623
12.86462202,8.692902197,8.652858306,88.46924407,33.04359199,90.03963804,1.773596128,211.1020156,421.4702526,1362.541165
11.10500794,8.599574309,2.618124985,85.91560717,5.630925273,74.51205182,4.525955821,268.4102426,127.4857904,247.6439115
24.60594802,0.195320286,8.931772609,86.53419402,55.63110977,55.86495055,4.033140096,182.3119321,787.7431602,258.4353024
26.05216432,7.750946332,6.214393213,87.39500596,34.28706977,38.0165585,1.710519695,189.7193236,142.9877787,750.5025808
4.048053728,0.994086041,8.711655012,88.32030207,63.84512405,77.0908696,9.959502903,333.1828919,118.3141094,72.47609423
24.24871264,4.609855843,9.858704292,85.36210668,4.561209228,39.09921498,0.671876542,404.0042519,611.5901608,1815.998742
0.977541422,7.345786081,4.656783731,85.5694657,15.64083975,40.04684017,4.648788308,456.9371815,420.247132,1759.869445
0.071691699,3.499428125,4.879514704,88.77719402,48.42086682,55.94005219,6.966500697,117.0090397,749.2353532,1912.170389
34.56850556,4.497889723,2.635461954,89.5436235,109.5199701,13.39004531,9.184823196,489.4913073,509.7072079,986.4516225
30.15277193,9.605372763,5.740682459,88.9390951,25.87925487,27.41468049,3.722042841,173.4395242,60.40236018,1363.906048
10.78028819,6.805950421,9.181648335,89.83138865,103.0355391,34.87081267,7.727327893,263.6861746,58.77590435,1983.92574
19.32013183,3.37664968,5.511890324,86.23810147,35.23148761,5.514412935,2.280519044,148.8960891,546.4285997,1796.575874
25.59350015,7.877488555,3.042182878,87.69080873,36.8079724,35.18405389,3.377395823,457.9175669,797.3366823,1786.170401
17.90011431,5.286523333,4.305728337,85.48567571,86.27019009,69.38437394,8.616288144,448.2139499,117.6120654,1295.094925
14.80314038,2.164062186,8.744843813,89.73742359,15.8285768,84.55607308,3.991252406,249.8621587,986.2790191,813.1750059
3.344310861,3.722941565,5.775635209,88.94969042,21.16977143,41.84791084,1.849832499,126.9416969,185.4983222,736.2570384
8.375601744,3.799939444,6.991136516,86.76623479,52.13109304,22.86813516,4.884017215,233.2065723,616.9072881,1504.894038
3.764486971,8.286773169,7.096020218,85.08793907,35.86149721,18.12786738,2.461306058,238.6153777,382.323752,516.2895038
9.321855507,5.702936862,4.862096953,89.77482508,63.16609332,88.1073988,7.334791195,277.2895837,262.3114792,1501.653146
9.235767054,7.484854959,3.045614103,87.32702281,16.16999841,29.5900536,9.354051801,260.0810152,878.3065947,241.1479806
19.29033507,7.81823339,8.554957737,89.4511787,106.8407275,46.93966587,2.693998867,436.2573829,835.1330393,1257.673515
14.24105522,7.707826284,2.976522182,85.716959,45.52886414,34.37122609,6.366369758,315.6397704,941.3683166,1505.064096
15.65648643,1.232139975,4.144342751,86.84308688,26.39931661,85.82928404,7.209948046,142.4109435,803.1924078,1915.834426
0.297321571,0.379244341,8.182823231,87.09709051,55.49056161,52.68912244,0.988090224,341.5950655,921.0732496,572.0237165
31.72548101,7.741500262,4.387931637,82.34861857,51.02113405,59.42232689,9.181343695,297.9240646,86.14182238,1161.632405
25.33129597,7.406896927,9.174676575,88.87694758,1.867309375,55.21460778,5.689667369,234.2424359,342.3042282,1343.896829
29.30321065,5.576265459,9.156645887,88.0249689,38.9377132,13.59290501,7.010687855,121.8475626,357.0306443,813.8634851
0.412980734,3.239444104,6.577842671,88.10110236,47.16987341,59.78243537,5.782963358,48.60918395,50.1555665,913.2160255
34.83156105,6.682865724,8.531273703,85.68027598,110.7675628,35.76051705,7.842101552,155.5463269,493.3172184,741.1523523
32.04647981,9.11195267,7.103525813,86.65209993,33.11801084,31.19278819,9.866089415,461.5606651,113.1536465,1066.485748
16.48611647,0.607610762,3.303469356,87.72688667,113.2150579,10.18395746,6.764147166,479.299041,395.5763051,905.1448844
27.54156365,6.109025625,2.274755821,85.34164231,108.9902771,22.4529595,2.117975753,469.0811738,87.47922223,1474.294349
6.665290648,7.558381113,5.697673918,87.49031763,3.053137702,79.16679615,8.314066741,48.31187517,431.1615328,1409.744577
16.83982197,4.542668762,7.941823494,88.80502256,80.98632485,10.83488574,0.963957746,24.88518083,825.8831673,19.50288316
39.12347806,5.124479929,4.032652354,88.70337474,84.50723368,63.3701355,3.105570646,398.0678166,713.1292362,1441.059453
28.07488118,8.035626877,9.994284301,85.37465598,78.77224017,13.72855906,5.622233374,280.9042656,519.5871469,106.6661729
28.4880563,1.454987353,6.598928522,88.84808454,115.5754813,62.85403505,2.115432453,464.0857144,140.7544968,1982.001749
10.06746925,5.845689138,4.340100646,88.48743675,108.6806459,79.86102575,1.087409258,429.9295707,14.86555934,666.1547335
5.978171066,5.984560436,7.501919858,89.04076895,43.53609958,93.68421528,4.360905187,55.86087221,102.5789059,1027.350656
2.831010851,7.928826245,6.282555409,89.11600976,105.5443446,27.70300571,0.774903998,284.8236615,569.5123748,1134.639697
4.703600035,7.981466442,9.006795035,88.76684739,105.3271937,31.37972966,4.601239551,132.0196375,577.3642195,1621.366031
34.03745587,8.774524341,8.559778727,89.0596742,101.1963579,33.91076694,5.220838508,84.6229796,240.1373531,1739.877268
15.88316845,9.81759577,6.862921993,89.23670136,10.15464826,52.26091212,0.916505119,182.492669,394.1281234,735.866971
10.80223836,6.701609896,6.8851117,85.34339546,22.01306902,24.84947641,4.421694019,167.4227865,549.901101,1398.252459
7.772455188,3.509498052,4.571978176,88.0746594,116.0533844,5.696921853,1.359563699,331.8786617,327.6693466,197.7176435
29.95619159,6.056110983,8.52974868,87.98834486,95.91524073,69.15080491,1.709092455,296.2257708,656.4589729,223.7221488
8.697173553,0.538590333,2.51558642,86.79263408,10.31578711,19.19858416,9.209701048,119.166153,87.39027605,1690.200524
38.26902372,0.329055453,7.067643159,89.48423449,2.826338368,43.76908254,8.234905204,60.87797381,309.0295835,535.9154081
10.00474327,2.027897348,8.29135485,86.75298741,11.43009019,48.73675672,1.539850725,193.5727617,300.8486182,200.182001
35.17594631,4.735599623,7.727226687,88.17603748,1.88515094,40.08225644,6.109780487,65.98978984,767.1920136,1410.451333
29.59261033,9.891144323,4.790247064,86.74686768,18.15863863,45.81040205,3.647102293,351.6244991,431.9951165,51.80036027
17.11964918,4.084149729,3.280215377,89.38214438,40.98752818,44.59096384,0.153002315,493.1941531,199.3980714,868.3071678
21.98370579,4.598932354,5.487463414,87.20250752,59.55241297,46.89594274,0.466265765,459.694495,767.0717273,330.3622581
27.65322167,9.36659027,3.983899644,81.46263836,59.66494514,77.59769473,5.843511946,299.0388675,124.8113086,1302.125472
21.14827453,3.790782309,4.627038215,87.66234964,88.16305526,98.01454118,0.615518679,480.7705595,17.36803966,844.3533617
28.2574627,6.45616204,9.099734349,89.73117676,67.44078061,30.6751905,0.283870614,213.1744268,496.4316511,1518.696187
